filename,fire
cl6oqlhh6008zao55gago04ul_2_FALSE_COLOR_jpg.rf.c4c35e0c95d89b0f5b007ac3b17e115b.jpg,1.0
cl6csn2vw00fsl455h2a79t61_4_FALSE_COLOR__URBAN_jpg.rf.c4e07b96f8f0d10f0d3ae829eaad6158.jpg,1.0
cl6b5mgel0046l455192ze0hp_6_SWIR_jpg.rf.c57144e61d70d67c88fe3c9fdc1bef43.jpg,1.0
cl6ctb1m400hdl4551wz24flk_2_FALSE_COLOR_jpg.rf.c5211a4219fe92e5868cabf04976f082.jpg,1.0
cl6ch6y2d00byl4557ijbc6o4_2_FALSE_COLOR_jpg.rf.c5439f9b45318c628ba0750cb268f96e.jpg,1.0
cl6ok2egr005kao55bv7hfye5_6_SWIR_jpg.rf.c520f17c898590833f4d68b744c087b8.jpg,1.0
cl6b5dekg003el4552wy46fsz_6_SWIR_jpg.rf.c58c17a395b625f50978dd25db23dea5.jpg,1.0
cl6oubpv600ahao554abdcshr_4_FALSE_COLOR__URBAN_jpg.rf.c591beaf3c18f3092409a50f8a58a1ff.jpg,1.0
cl6ltuz3i002x8w554lrq3tnc_4_FALSE_COLOR__URBAN_jpg.rf.c54cf1d3b176a7bd0e8f1494e3c2cb3e.jpg,1.0
cl6odlurj0022ao555x9o9cng_2_FALSE_COLOR_jpg.rf.c4d3a9be695e73f0383c2eb7825eec3a.jpg,1.0
cl6kgew7t002mc455cugt2w2w_4_FALSE_COLOR__URBAN_jpg.rf.c565cb8477eadd298a9e7a4602c38808.jpg,0.0
cl6ojvzs90058ao55ddizcpuh_2_FALSE_COLOR_jpg.rf.c539b5e5e16039c401222f965e54aa29.jpg,1.0
cl6e35mru003cgk559os14r7y_2_FALSE_COLOR_jpg.rf.c527bc00ee16b5e7dbb7b6776082a37b.jpg,1.0
cl6ctkcif00hvl455e4f58h78_4_FALSE_COLOR__URBAN_jpg.rf.c4fdd2986a7c689476412c199a33b4ec.jpg,1.0
cl6e2cbgk001tgk5560zhhqm7_1_TRUE_COLOR_jpg.rf.c4e9cd9c36fcb69473c9d59c1f5da45f.jpg,1.0
cl6oqa9n4008pao55aziv27ox_4_FALSE_COLOR__URBAN_jpg.rf.c58cb9ed4d0a808375ac43a1f7cb40e3.jpg,1.0
cl6m162oq00388w554vzpgu70_4_FALSE_COLOR__URBAN_jpg.rf.c50d7c0a604d3c81676e5ef2dad0a089.jpg,1.0
cl6oe0y5h002rao55ghk1g0ha_2_FALSE_COLOR_jpg.rf.c58e37d1fa1886c2e3c9f69c7b92d0ef.jpg,1.0
cl6kjexus001b8w55d6iq8ma6_6_SWIR_jpg.rf.c51811a73acf97b79a3d2ba7ff0b2359.jpg,1.0
cl6kfci270010c45580qyfo1k_2_FALSE_COLOR_jpg.rf.c5510ceb25130957782f71a0fce18a76.jpg,1.0
cl6m10x9x00348w55h67q3hes_1_TRUE_COLOR_jpg.rf.c51e85de1385ceb27c4f4d0960ee703d.jpg,1.0
cl6e0j0t90010gk557b525asz_2_FALSE_COLOR_jpg.rf.c5922252830625b76aabc6a8d54ca4c9.jpg,1.0
cl6ch5p4h00bwl4552zvifnwy_2_FALSE_COLOR_jpg.rf.c59b46384eb88ac9e475e0a0998bff8d.jpg,1.0
cl6ki82ak00058w55b9dyf8ef_4_FALSE_COLOR__URBAN_jpg.rf.c5af76656a0a31fdc84090eb9d68b445.jpg,1.0
cl6oul0ve00axao5549vy6mom_2_FALSE_COLOR_jpg.rf.c5a4fcd3423be8d0de241d35bd2dc95c.jpg,1.0
cl6kf110z0004c455dymnacxa_1_TRUE_COLOR_jpg.rf.c594f7fbf05d75b3a1233e48ded069da.jpg,1.0
cl6b75qhp0098l455giwk7bva_4_FALSE_COLOR__URBAN_jpg.rf.c59609f2821deb7101fc8d82a53d95c0.jpg,1.0
cl6e3den6003ogk552zqffgtp_2_FALSE_COLOR_jpg.rf.c59a8249fc1fa7bc34ba64904f66a7e6.jpg,1.0
cl6oikce00039ao55em2efcah_2_FALSE_COLOR_jpg.rf.c59435a3d91354455073c9176567d026.jpg,1.0
cl6odzdk0002nao55dz13d0s9_4_FALSE_COLOR__URBAN_jpg.rf.c5dc6e8b7a7660164a0a9d23fad8184b.jpg,1.0
cl6cs1jzq00ekl4555c2107g4_1_TRUE_COLOR_jpg.rf.c5ca56c0d81159b39c29410cf560f617.jpg,1.0
cl6dzx0z8000zhg55h3no3zv0_6_SWIR_jpg.rf.c5bdd9c79eb83aa544d2f1f726590b01.jpg,1.0
cl6cpbspp00ddl455cdn2h2ov_6_SWIR_jpg.rf.c605ad1800d06bae924e6e382893837b.jpg,1.0
cl6b05tqy000al4556arxfkpx_2_FALSE_COLOR_jpg.rf.c5e3ec411588c21cd5f08b77104e0a3e.jpg,1.0
cl6b4x9pw001pl455en07csnz_6_SWIR_jpg.rf.c5a6d259e626844118793595bbba921e.jpg,1.0
cl6kiw7u3000n8w555peaa411_4_FALSE_COLOR__URBAN_jpg.rf.c5e96d94d9753b1a91be4822cd56685f.jpg,1.0
cl6ctu9tf00ibl455cvffhm3v_2_FALSE_COLOR_jpg.rf.c60114018dae934f2504e53eb2d2eeae.jpg,1.0
cl6cs8jie00f5l4555hn76aj1_4_FALSE_COLOR__URBAN_jpg.rf.c5fdad162fac4297cda9e225e5aa6209.jpg,1.0
cl6m1cyzn003n8w55b05d1g7b_1_TRUE_COLOR_jpg.rf.c627864604f63a1c6454604be4b5c388.jpg,1.0
cl6kggj9a002rc4556h0x9jxc_4_FALSE_COLOR__URBAN_jpg.rf.c5d4f3788e79f439e98acec4fc3a7e47.jpg,1.0
cl6oqvksq009bao556412da6l_1_TRUE_COLOR_jpg.rf.c60fda4f49a35d16a466b985dc7a4770.jpg,1.0
cl6ct5pk300gxl4559vdtfjz2_4_FALSE_COLOR__URBAN_jpg.rf.c5c5bb9d2e54c6a96c2557044b702b25.jpg,1.0
cl6op4gc1006iao556h8zbu0e_6_SWIR_jpg.rf.c61b49a5cea910fe7e696c12bd358cab.jpg,1.0
cl6crwyyq00e5l4558o6g9ltn_6_SWIR_jpg.rf.c623be05839b94014fbfa6d58a6cd868.jpg,1.0
cl6e3dpyr003pgk5549kb5vj7_1_TRUE_COLOR_jpg.rf.c614ae93c5fe251eddeea8a855025e0b.jpg,1.0
cl6ocys2m000sao5550mof7nx_1_TRUE_COLOR_jpg.rf.c5d089c109dfa2847314551d3af08f4b.jpg,1.0
cl6kjjuo1001n8w55cwk28w01_2_FALSE_COLOR_jpg.rf.c6305f6e7aa72e53662a5f94d9154124.jpg,1.0
cl6kgag2y002ac455g3l427ic_4_FALSE_COLOR__URBAN_jpg.rf.c660bf973d2aad8f5a7ecdc0399acebb.jpg,1.0
cl6ctpy8q00i5l455bf1se2cj_1_TRUE_COLOR_jpg.rf.c65db5dd12fadf4b6db35939fcf852c8.jpg,1.0
cl6b7hk7q00adl4550rwe3x4h_1_TRUE_COLOR_jpg.rf.c660dde1b4cb113888ccb5d50a85a7c3.jpg,1.0
cl6ci0zpv00d2l455d7qvfvc7_1_TRUE_COLOR_jpg.rf.c67639584ec89e984cb13ef812eb963e.jpg,1.0
cl6ou72e300a7ao55ham55bxa_2_FALSE_COLOR_jpg.rf.c68c17c41320b31fe519b54eefd6b859.jpg,1.0
cl6dzvdbz000yhg552dlf8c2e_2_FALSE_COLOR_jpg.rf.c645a1916efa97e8e888b5d83e24a537.jpg,1.0
cl6cte7ud00hjl455f3v1es6e_2_FALSE_COLOR_jpg.rf.c662ed9d769fff0774d7c7cceaab25f4.jpg,1.0
cl6ocroz8000bao556vczaflp_1_TRUE_COLOR_jpg.rf.c6bb3edb03e12a1bcec39cd48942e11d.jpg,1.0
cl6b5z6d1005ol45596rf4y2m_1_TRUE_COLOR_jpg.rf.c6a1c26c5f2c792deee3f5062041d544.jpg,1.0
cl6kjek5g001a8w5561zp7ddp_4_FALSE_COLOR__URBAN_jpg.rf.c67ecfe0951a00bd98a3e4dda4492f1f.jpg,1.0
cl6cg8f7k00ail455g5xjf4zo_4_FALSE_COLOR__URBAN_jpg.rf.c6d504dbb653d919632a48e0791d0118.jpg,1.0
cl6cglc9n00b8l45520og7tym_1_TRUE_COLOR_jpg.rf.c6895d9a729c67b750848835a6160369.jpg,1.0
cl6oozv0s006aao55aqm71ih3_2_FALSE_COLOR_jpg.rf.c6a26f500ca111b9a8ff769b8b2f1e78.jpg,1.0
cl6azhuzg0005f0550ahb6bh1_6_SWIR_jpg.rf.c6c7151e7fc4bfbb78364be7b79e42b9.jpg,1.0
cl6od2qvz0018ao55hk1af8ha_1_TRUE_COLOR_jpg.rf.c6a62717c488cd6c0f5bd9e5748794af.jpg,1.0
cl6ctquqv00i6l4554a2rdn94_4_FALSE_COLOR__URBAN_jpg.rf.c6d89e2665f1ae0c425d9cfac6d97ee9.jpg,1.0
cl6ojdk5a004rao550wcq79f3_6_SWIR_jpg.rf.c6b52e96242f342752e5ce4c8bab3e56.jpg,1.0
cl6ocqy790009ao55dmfo7t3e_1_TRUE_COLOR_jpg.rf.c6f9194b6f8aea140fef1d41d0c2453c.jpg,1.0
cl6crwhp200e4l455f6nf73c3_2_FALSE_COLOR_jpg.rf.c686feffbf190f19c3397c664580bcae.jpg,1.0
cl6ojcant004qao555opq5lio_1_TRUE_COLOR_jpg.rf.c6e91d25be0203b14bc44ab3fcf991f9.jpg,1.0
cl6lsv1l5001u8w55aryp0azo_2_FALSE_COLOR_jpg.rf.c73523de52b2b1ea5927cbe2e279d774.jpg,1.0
cl6m1aj68003d8w55e8c3aim3_6_SWIR_jpg.rf.c66d44091eec28f9c61e7022ba303fdc.jpg,1.0
cl6opn2ws007hao55es3fg6b2_4_FALSE_COLOR__URBAN_jpg.rf.c7594b8ab893b81d64b8fa8a08776ae5.jpg,1.0
cl6csoq0b00fvl4552zeyhiff_6_SWIR_jpg.rf.c7694c6b8af2041bda15cbab009e84f6.jpg,1.0
cl6ouaiyn00aeao550h4i06dx_2_FALSE_COLOR_jpg.rf.c6be9ccb3f11479ce65989889db1cbe1.jpg,1.0
cl6kj6wc7000v8w55bojfd748_1_TRUE_COLOR_jpg.rf.c6891e479038367de4b1f0d90625d1fc.jpg,1.0
cl6cthshy00hql4559om2e79b_4_FALSE_COLOR__URBAN_jpg.rf.c7360e602a0d7f772925645f01879246.jpg,1.0
cl6dyqj7a000ehg55buwr46eg_1_TRUE_COLOR_jpg.rf.c6df1056824d6332b2529ee3970a778a.jpg,1.0
cl6b0mkrt001bl4550hq12i9i_6_SWIR_jpg.rf.c7143461536481ab2249016b2b2cbee4.jpg,1.0
cl6kfsx2l001kc455ezxdhkvx_2_FALSE_COLOR_jpg.rf.c78528432c6366dc9fd31dbe0c17e32a.jpg,1.0
cl6b0hhjo0010l455bbrwenrb_1_TRUE_COLOR_jpg.rf.c793164be1f567a6e6ba5e531a20d166.jpg,1.0
cl6ok5klz005nao55dbmig3bd_2_FALSE_COLOR_jpg.rf.c792244a6a90a77a23bf0c37539a52ed.jpg,1.0
cl6orsbq600a1ao5543sigy1j_2_FALSE_COLOR_jpg.rf.c78d16305b334908ed3304cf61943300.jpg,1.0
cl6b63vpq0064l455flci5m80_6_SWIR_jpg.rf.c7969992f5d90a3ef44524b2bda70573.jpg,1.0
cl6m1aury003e8w55364mhq6f_2_FALSE_COLOR_jpg.rf.c76952d6015fd05b91351d1753c09014.jpg,1.0
cl6kjin4n001k8w556abi09ie_1_TRUE_COLOR_jpg.rf.c7bcb8ef0da51c3f3bd010038f173aba.jpg,1.0
cl6odyy4q002mao558oty3tax_4_FALSE_COLOR__URBAN_jpg.rf.c7868d83bb406b7e8aa4753b0709cf09.jpg,1.0
cl6ch7vs700c0l4550a8j565q_4_FALSE_COLOR__URBAN_jpg.rf.c772624b4eafd5d7c484c06ebd337621.jpg,1.0
cl6b66ozy006bl45598b863vf_1_TRUE_COLOR_jpg.rf.c7bc061f5ec7d4ac8d7779c7e2824cb0.jpg,1.0
cl6dydo100003hg55gkkv0c3a_4_FALSE_COLOR__URBAN_jpg.rf.c7c0ede73f51c5562294a6e25171f98d.jpg,1.0
cl6b620rw005yl455a8ev4bo0_6_SWIR_jpg.rf.c7cf116fbf629d0fe1ce32ecc14b1d59.jpg,1.0
cl6b7fkmx00a7l455d75h2co1_1_TRUE_COLOR_jpg.rf.c7cdaa65becb2abe9ede561d516a4a30.jpg,1.0
cl6oqlhh6008zao55gago04ul_6_SWIR_jpg.rf.c7bd77b7a8a7d5b58a9d957137b937f2.jpg,1.0
cl6kjhx3r001i8w550n9zd54y_6_SWIR_jpg.rf.c7d0c015011dc365fb91d091d3b8c9ba.jpg,1.0
cl6odg2fc001rao557orb0ee5_2_FALSE_COLOR_jpg.rf.c7c91a30a21456d943a43bc916a1f326.jpg,1.0
cl6oikce00039ao55em2efcah_1_TRUE_COLOR_jpg.rf.c7d269e9c07ef38228df54e531e92ebf.jpg,1.0
cl6chonxj00cjl455bqcs1fnt_1_TRUE_COLOR_jpg.rf.c7cc1fc389c72a08e7fb58cec2da24bb.jpg,1.0
cl6op4gc1006iao556h8zbu0e_1_TRUE_COLOR_jpg.rf.c7ec6f64089c0f85906b03f4c6411647.jpg,1.0
cl6b6xnlo008dl455ft678vcm_2_FALSE_COLOR_jpg.rf.c7d011bcbb7ef3a69b35149b5e552d3c.jpg,1.0
cl6oivr2z003wao55395g5u07_4_FALSE_COLOR__URBAN_jpg.rf.c7fced24b2db2cc1520e317095fa600d.jpg,1.0
cl6e0cu5f000ogk5534kg23s9_2_FALSE_COLOR_jpg.rf.c7d70b880a1f8af45b6e76df08db3637.jpg,1.0
cl6kg2ozz0023c455byeq4ye9_4_FALSE_COLOR__URBAN_jpg.rf.c7d862d2bb3533063be9325cfbde7cb9.jpg,1.0
cl6e3bkid003jgk5568qqgh5c_6_SWIR_jpg.rf.c80897270ef965de9871a8763c10af4f.jpg,1.0
cl6b6i65c007cl4550t4i61rw_1_TRUE_COLOR_jpg.rf.c7f1172333ea791339abb70b67d301d2.jpg,1.0
cl6kfnjr50014c4555kd2a1q6_1_TRUE_COLOR_jpg.rf.c7f2378ce6ec1bff516fb8b144047934.jpg,0.0
cl6e0mv1s0017gk5595j92i2d_1_TRUE_COLOR_jpg.rf.c7f822c31264bb77b20946b1a1111dd5.jpg,1.0
cl6kjbb3u00158w55e0y48ful_6_SWIR_jpg.rf.c81c20812021d6a2b62521e67b8a5c81.jpg,1.0
cl6b5b5g0002zl455cjty1v7p_4_FALSE_COLOR__URBAN_jpg.rf.c80f906010d85c00974eded54a509856.jpg,1.0
cl6e2kcsy002cgk5582jih4dd_2_FALSE_COLOR_jpg.rf.c7fcae354a58782ac709caa6ce5606ca.jpg,1.0
cl6lt41jh00268w55ammyc72e_4_FALSE_COLOR__URBAN_jpg.rf.c831dfcf66ba542c42ea2d25efe14a3f.jpg,1.0
cl6b6nafs007ml4558op181ff_6_SWIR_jpg.rf.c8496aa22d816c0d78d2088dde33e824.jpg,1.0
cl6b5n12o0049l455063q86e4_6_SWIR_jpg.rf.c83f9182a6888942820a95eb7211419d.jpg,1.0
cl6b0s28i001ll455fuut9xea_2_FALSE_COLOR_jpg.rf.c84366d9ccdc4f1373c2d45e38001566.jpg,1.0
cl6kgj08y002wc455bqfpd8bd_1_TRUE_COLOR_jpg.rf.c86e2b71dc601a1d236ee8f358c49c67.jpg,1.0
cl6oczf4b000uao559egx35g7_4_FALSE_COLOR__URBAN_jpg.rf.c857efe094b57eef781f2a976c0f67f1.jpg,1.0
cl6cht8c600cml4558wv5emrs_4_FALSE_COLOR__URBAN_jpg.rf.c87a710af931afe7ca046ee302161c7d.jpg,1.0
cl6dzx0z8000zhg55h3no3zv0_4_FALSE_COLOR__URBAN_jpg.rf.c84eb85d9e2d08b8f176e44343dcfa61.jpg,1.0
cl6cthgh500hpl4550qm12ykl_1_TRUE_COLOR_jpg.rf.c84d1f1e9536d17aae87f114ae8928e8.jpg,1.0
cl6cgepys00avl455d8q7b602_1_TRUE_COLOR_jpg.rf.c85f03a8a58c22ea7438683873c31cbb.jpg,1.0
cl6b5bl3w0032l4550j2k2te5_6_SWIR_jpg.rf.c89c5875dfbc4225ba5b703b5257df79.jpg,1.0
cl6b04dof0006l455d30k5py4_4_FALSE_COLOR__URBAN_jpg.rf.c8b3ffb55c64d6c057ef398f2fe904ed.jpg,1.0
cl6lsygs2001w8w551eungans_1_TRUE_COLOR_jpg.rf.c8c67d10de299524aff1a912f657ae01.jpg,1.0
cl6op7qgu006nao55fvo422ce_6_SWIR_jpg.rf.c8b94ce1021688d42a02cb4620ebb2ec.jpg,1.0
cl6opvtw5007zao556bmf7ibn_4_FALSE_COLOR__URBAN_jpg.rf.c8cf79e62676c6bff0849af946bfb2a2.jpg,1.0
cl6ctc4d100hgl455dxjg6vfb_1_TRUE_COLOR_jpg.rf.c9187024467ca1993c0f4f041eb99671.jpg,1.0
cl6dyiwx60009hg55freo14hg_6_SWIR_jpg.rf.c88092bb938a774d5215cf9c6f770e69.jpg,1.0
cl6m170d0003a8w5556k5hzhc_6_SWIR_jpg.rf.c8e10eb4ac357677af773391964242b9.jpg,1.0
cl6ooxizh0068ao55h1l3hrim_1_TRUE_COLOR_jpg.rf.c8cc76212e661d3d8602e294ac5d8a6a.jpg,1.0
cl6okcigf005zao55dc0wbjsx_2_FALSE_COLOR_jpg.rf.c8c06851ad92cfd79dc0a1d3fedd4339.jpg,1.0
cl6crzmr500ecl4558jp511l2_4_FALSE_COLOR__URBAN_jpg.rf.c88f8c82f03ff082b4450aa99d4f086f.jpg,1.0
cl6cgah3400anl4554lg2hxzy_6_SWIR_jpg.rf.c894284c326a41239a7f3d99b09f05ae.jpg,1.0
cl6kggj9a002rc4556h0x9jxc_6_SWIR_jpg.rf.c918b41d67b5539bdcca249f76dc9d84.jpg,1.0
cl6ctrx2500i8l455bw1w5a2s_4_FALSE_COLOR__URBAN_jpg.rf.c8bf0e176f34b46b258746fc6ddd0048.jpg,1.0
cl6b694mv006ml4554nwqack1_2_FALSE_COLOR_jpg.rf.c88aa93555866eb39cc21afadaac8097.jpg,1.0
cl6e2grat0022gk55hpoig5ln_6_SWIR_jpg.rf.c911ae1314db23a9e4a04908dc46d40b.jpg,1.0
cl6ocz2a3000tao55dh2pdj1d_2_FALSE_COLOR_jpg.rf.c922c1887ea956641823ffd8056ea3d1.jpg,1.0
cl6b5h8hs003sl4559hmj1w9m_6_SWIR_jpg.rf.c9243dff970e03d955633f20cf324f65.jpg,1.0
cl6opvi1n007yao55cdfm04gj_4_FALSE_COLOR__URBAN_jpg.rf.c8f4d6ba3f724ff54d5678ef2705978e.jpg,1.0
cl6b75x8d0099l455e0ci4k6c_4_FALSE_COLOR__URBAN_jpg.rf.c89ca755009411b2de7bb473e4636ac2.jpg,1.0
cl6kf76uq000jc4559qnk5btt_1_TRUE_COLOR_jpg.rf.c92bd94d641aa529fc4189848dbf8b73.jpg,0.0
cl6cg820i00ahl45522fwa74p_4_FALSE_COLOR__URBAN_jpg.rf.c86e66b39b87b707fe2c14b3fe341f27.jpg,1.0
cl6oozjlj0069ao5516rs1b5a_1_TRUE_COLOR_jpg.rf.c9389750ac699738ddbc3e8c0fb5bddd.jpg,1.0
cl6kiujep000k8w552z6ebrxp_1_TRUE_COLOR_jpg.rf.c91bdd29443530db771cce1ed8b4ea40.jpg,1.0
cl6b6y36r008gl4559z723z25_6_SWIR_jpg.rf.c950d5a7d8e34a6431f5abf239ec2626.jpg,1.0
cl6e2u0ix002igk555d3b0uai_4_FALSE_COLOR__URBAN_jpg.rf.c962e08c2b1122d903dfd6c1b1e6ec1b.jpg,1.0
cl6oikmzw003aao558ooh48tf_4_FALSE_COLOR__URBAN_jpg.rf.c954a193d6bb234b1441ff210e3d7bf2.jpg,1.0
cl6od01zy000wao5564tqf2dq_4_FALSE_COLOR__URBAN_jpg.rf.c9991e8d20f8e2d0c8f7fdeaef73933f.jpg,1.0
cl6ojbg9t004oao552glqe340_2_FALSE_COLOR_jpg.rf.c95915a90b85bafd48af727bd15a5bfd.jpg,1.0
cl6ojv5dx0056ao557rpa0ljr_2_FALSE_COLOR_jpg.rf.c96915a89a55057ce5928f583f9fff91.jpg,1.0
cl6ctpy8q00i5l455bf1se2cj_6_SWIR_jpg.rf.c991156609d3bd1bf93835d8847457bf.jpg,1.0
cl6lt37ph00248w55dnhvff9s_1_TRUE_COLOR_jpg.rf.c956d7343e92d348802eeddae4e0056d.jpg,1.0
cl6azwb8d0001t055d2a160qn_6_SWIR_jpg.rf.c9c9330058d994f77bd1fedea282e82a.jpg,1.0
cl6kjexus001b8w55d6iq8ma6_1_TRUE_COLOR_jpg.rf.c97473d3e6c656483830c86ddf9b7d80.jpg,1.0
cl6opc9oz006zao552eyx63jq_2_FALSE_COLOR_jpg.rf.c96026711653b8f5f96735f4a54f7450.jpg,1.0
cl6opowct007kao55518p0qp4_6_SWIR_jpg.rf.c956ca9c4d559a9a4bc94037e9737374.jpg,1.0
cl6kf9f45000sc455c6f9g0po_6_SWIR_jpg.rf.c99221e6976b78f97d8a36d03174133c.jpg,1.0
cl6kfq79x001cc455cjp917bl_1_TRUE_COLOR_jpg.rf.c966bf9689af9a58abb9f040f14bdba2.jpg,1.0
cl6chfm2800c4l455ensx26aq_4_FALSE_COLOR__URBAN_jpg.rf.c9a030c095344cbf5bc9f12de1609267.jpg,1.0
cl6oqat3j008rao556mbqfoan_6_SWIR_jpg.rf.c9c1e250b824c4f8ee961a2c4a6aa7c5.jpg,1.0
cl6oqq4r40096ao557h69gx2o_6_SWIR_jpg.rf.c9d5f80692ee153bfe5c6b581d33a239.jpg,1.0
cl6oinvqs003fao55chcqcxbr_1_TRUE_COLOR_jpg.rf.c9a79d7f3225d355b4e15591fb852e08.jpg,1.0
cl6kgnh9k0030c455dtnabosj_1_TRUE_COLOR_jpg.rf.c9bedd47c7dfe20e4719816eb6ad7e2a.jpg,1.0
cl6b5dfkd003fl455d1yufkce_6_SWIR_jpg.rf.ca100bc98882e60a2eea2b53b9705b43.jpg,1.0
cl6cgtahv00bkl455hcmk9cn1_1_TRUE_COLOR_jpg.rf.c9fbbd4fefd5d07ae08c7d17639cd416.jpg,1.0
cl6od8ws9001kao558u2r832i_6_SWIR_jpg.rf.c9ee0fb9f370d459ddb0227b1f857e2c.jpg,1.0
cl6cpb4b500dbl45509b2egsu_1_TRUE_COLOR_jpg.rf.c99606c4a81043b3a0054d5851d93a46.jpg,1.0
cl6cho7a000cil455fiddgkjj_4_FALSE_COLOR__URBAN_jpg.rf.c9e09401044aa61d505141d7b6ec0c03.jpg,1.0
cl6cpgf7u00dnl455327713eo_4_FALSE_COLOR__URBAN_jpg.rf.c9e94a876a5bbaaa77a50320d59e23dd.jpg,1.0
cl6e2hp3l0025gk55buu53wd8_2_FALSE_COLOR_jpg.rf.ca25f88bfd3850170c328be5cf007447.jpg,1.0
cl6ojowwz004yao55hvwldnc2_4_FALSE_COLOR__URBAN_jpg.rf.ca1d661dbff890a073cf97854b657d0e.jpg,1.0
cl6e0dbw9000pgk55cv1sgp5x_6_SWIR_jpg.rf.c9ea46442d9e9cd9327e75250b9dea93.jpg,1.0
cl6e2zv7h002sgk55a6xy82ty_2_FALSE_COLOR_jpg.rf.ca2893e23d428426d965fe3946d80bb1.jpg,1.0
cl6ltqxhj002r8w553as9ee8t_2_FALSE_COLOR_jpg.rf.ca1326ded237080a312cd0af0a7cc60f.jpg,1.0
cl6csy33f00ghl455gq3n5t4r_1_TRUE_COLOR_jpg.rf.c92a8754b5c5161551d596bfbe7ad2eb.jpg,1.0
cl6csdu2700fal455982ifw90_4_FALSE_COLOR__URBAN_jpg.rf.ca2551e966f1a467a2e5b4b9a504533f.jpg,1.0
