image_name,tags
train_97.jpg,cloudy
train_98.jpg,clear primary
train_99.jpg,partly_cloudy primary
train_100.jpg,bare_ground clear water
train_101.jpg,cloudy
train_102.jpg,clear primary
train_103.jpg,agriculture clear habitation primary road water
train_104.jpg,haze primary
train_105.jpg,clear primary
train_106.jpg,clear primary
train_107.jpg,partly_cloudy primary
train_108.jpg,cloudy
train_109.jpg,clear primary
train_110.jpg,clear primary
train_111.jpg,cloudy
train_112.jpg,agriculture clear primary road
train_113.jpg,agriculture clear primary
train_114.jpg,clear primary water
train_115.jpg,clear primary water
train_116.jpg,agriculture clear primary road
train_117.jpg,clear primary
train_118.jpg,cloudy
train_119.jpg,agriculture clear primary road water
train_120.jpg,clear primary
train_121.jpg,partly_cloudy primary water
train_122.jpg,agriculture clear primary road
train_123.jpg,agriculture bare_ground clear habitation primary road
train_124.jpg,bare_ground clear primary
train_125.jpg,agriculture clear primary
train_126.jpg,agriculture clear primary road
train_127.jpg,clear primary
train_128.jpg,clear primary
train_129.jpg,agriculture clear primary
train_130.jpg,partly_cloudy primary
train_131.jpg,agriculture clear primary road water
train_132.jpg,haze primary
train_133.jpg,haze primary
train_134.jpg,clear primary
train_135.jpg,clear primary water
train_136.jpg,haze primary
train_137.jpg,clear primary
train_138.jpg,cloudy
train_139.jpg,clear primary
train_140.jpg,clear primary
train_141.jpg,partly_cloudy primary water
train_142.jpg,agriculture clear habitation primary road
train_143.jpg,partly_cloudy primary water
train_144.jpg,agriculture partly_cloudy primary selective_logging
train_145.jpg,partly_cloudy primary
train_146.jpg,clear cultivation primary
train_147.jpg,clear primary
train_148.jpg,agriculture clear cultivation primary water
train_149.jpg,clear primary
train_150.jpg,agriculture partly_cloudy primary
train_151.jpg,agriculture clear cultivation primary selective_logging
train_152.jpg,haze primary
train_153.jpg,clear primary
train_154.jpg,clear primary
train_155.jpg,clear primary
train_156.jpg,clear primary water
train_157.jpg,agriculture partly_cloudy primary
train_158.jpg,agriculture clear primary water
train_159.jpg,agriculture clear primary road
train_160.jpg,partly_cloudy primary
train_161.jpg,partly_cloudy primary
train_162.jpg,agriculture partly_cloudy primary
train_163.jpg,clear primary
train_164.jpg,clear primary
train_165.jpg,clear primary water
train_166.jpg,clear primary road selective_logging water
train_167.jpg,agriculture habitation partly_cloudy primary road
train_168.jpg,cloudy
train_169.jpg,agriculture clear primary road
train_170.jpg,clear primary water
train_171.jpg,agriculture clear primary road
train_172.jpg,agriculture clear primary road
train_173.jpg,clear cultivation primary
train_174.jpg,cloudy
train_175.jpg,clear primary
train_176.jpg,clear primary
train_177.jpg,agriculture clear primary road water
train_178.jpg,clear primary
train_179.jpg,cloudy
train_180.jpg,haze primary
train_181.jpg,clear primary
train_182.jpg,partly_cloudy primary
train_183.jpg,clear primary
train_184.jpg,partly_cloudy primary
train_185.jpg,agriculture artisinal_mine clear cultivation habitation primary road water
train_186.jpg,clear primary road water
train_187.jpg,artisinal_mine clear primary road
train_188.jpg,clear primary water
train_189.jpg,clear primary road water
train_190.jpg,clear primary
train_191.jpg,partly_cloudy primary
train_192.jpg,blow_down clear primary
train_193.jpg,partly_cloudy primary
train_194.jpg,partly_cloudy primary
train_195.jpg,agriculture clear primary road
train_196.jpg,haze primary
train_197.jpg,agriculture clear primary road
train_198.jpg,clear primary
train_199.jpg,agriculture clear cultivation primary
train_200.jpg,clear primary
train_201.jpg,clear primary
train_202.jpg,clear habitation road
train_203.jpg,cloudy
train_204.jpg,clear primary
train_205.jpg,agriculture clear cultivation primary
train_206.jpg,partly_cloudy primary
train_207.jpg,bare_ground clear primary road
train_208.jpg,clear primary
train_209.jpg,agriculture clear primary road
train_210.jpg,partly_cloudy primary
train_211.jpg,clear habitation primary road
train_212.jpg,partly_cloudy primary
train_213.jpg,agriculture clear primary road water
train_214.jpg,clear primary
train_215.jpg,haze primary water
train_216.jpg,agriculture clear primary road
train_217.jpg,bare_ground clear primary
train_218.jpg,agriculture clear cultivation habitation primary road
train_219.jpg,clear primary
train_220.jpg,partly_cloudy primary
train_221.jpg,clear primary
train_222.jpg,agriculture clear cultivation habitation primary road water
train_223.jpg,clear primary
train_224.jpg,agriculture clear primary
train_225.jpg,agriculture clear cultivation habitation primary road
train_226.jpg,cloudy
train_227.jpg,agriculture clear cultivation primary
train_228.jpg,agriculture haze primary road water
train_229.jpg,agriculture clear cultivation primary
train_230.jpg,agriculture bare_ground habitation partly_cloudy primary road
train_231.jpg,partly_cloudy primary
train_232.jpg,clear primary
train_233.jpg,clear primary water
train_234.jpg,cloudy
train_235.jpg,clear primary
train_236.jpg,clear primary
train_237.jpg,artisinal_mine clear primary road water
train_238.jpg,clear primary
train_239.jpg,bare_ground clear primary water
train_240.jpg,agriculture clear primary road
train_241.jpg,agriculture haze primary road
train_242.jpg,clear primary
train_243.jpg,clear primary
train_244.jpg,clear primary
train_245.jpg,clear primary blooming
train_246.jpg,clear primary
train_247.jpg,agriculture clear cultivation habitation primary road selective_logging
train_248.jpg,haze primary
train_249.jpg,partly_cloudy primary
train_250.jpg,clear primary
train_251.jpg,clear primary
train_252.jpg,clear habitation primary
train_253.jpg,agriculture clear habitation primary road
train_254.jpg,clear primary
train_255.jpg,agriculture clear habitation primary road
train_256.jpg,agriculture clear cultivation primary
train_257.jpg,cloudy
train_258.jpg,clear habitation primary road
train_259.jpg,partly_cloudy primary
train_260.jpg,clear primary road water
train_261.jpg,agriculture clear primary
train_262.jpg,clear cultivation primary
train_263.jpg,agriculture clear primary
train_264.jpg,clear primary
train_265.jpg,partly_cloudy primary
train_266.jpg,clear cultivation habitation primary
train_267.jpg,partly_cloudy primary
train_268.jpg,agriculture clear habitation primary road
train_269.jpg,clear primary
train_270.jpg,agriculture clear primary road
train_271.jpg,clear primary
train_272.jpg,agriculture clear primary road
train_273.jpg,clear water
train_274.jpg,artisinal_mine clear primary road water
train_275.jpg,clear primary
train_276.jpg,partly_cloudy primary
train_277.jpg,clear primary
train_278.jpg,clear primary
train_279.jpg,clear cultivation primary
train_280.jpg,partly_cloudy primary
train_281.jpg,clear primary selective_logging
train_282.jpg,partly_cloudy primary
train_283.jpg,partly_cloudy primary water
train_284.jpg,cloudy
train_285.jpg,cloudy
train_286.jpg,agriculture artisinal_mine clear primary water
train_287.jpg,partly_cloudy primary
train_288.jpg,clear primary water
train_289.jpg,clear primary
train_290.jpg,clear water
train_291.jpg,agriculture clear primary road
train_292.jpg,agriculture partly_cloudy primary
train_293.jpg,clear primary water
train_294.jpg,clear primary road
train_295.jpg,clear primary water
train_296.jpg,clear primary
train_297.jpg,agriculture clear cultivation primary
train_298.jpg,agriculture bare_ground clear cultivation habitation primary
train_299.jpg,clear primary
train_300.jpg,clear primary
train_301.jpg,agriculture clear primary road water
train_302.jpg,cloudy
train_303.jpg,agriculture clear primary
train_304.jpg,agriculture clear primary
train_305.jpg,partly_cloudy primary
train_306.jpg,partly_cloudy primary
train_307.jpg,clear primary
train_308.jpg,agriculture cultivation partly_cloudy primary road water
train_309.jpg,agriculture clear primary water
train_310.jpg,clear primary
train_311.jpg,agriculture clear habitation primary road
train_312.jpg,partly_cloudy primary
train_313.jpg,clear primary water
train_314.jpg,agriculture clear primary road
train_315.jpg,agriculture haze primary road
train_316.jpg,agriculture clear primary
train_317.jpg,clear primary
train_318.jpg,clear primary
train_319.jpg,bare_ground clear road
train_320.jpg,partly_cloudy primary
train_321.jpg,clear primary water
train_322.jpg,clear primary road water
train_323.jpg,partly_cloudy primary
train_324.jpg,agriculture clear primary water
train_325.jpg,haze primary
train_326.jpg,agriculture clear primary
train_327.jpg,clear primary
train_328.jpg,agriculture partly_cloudy primary road
train_329.jpg,clear primary road water
train_330.jpg,agriculture clear primary water
train_331.jpg,partly_cloudy primary
train_332.jpg,haze primary
train_333.jpg,agriculture clear primary road
train_334.jpg,partly_cloudy primary road water
train_335.jpg,clear primary
train_336.jpg,clear primary
train_337.jpg,cloudy
train_338.jpg,agriculture clear primary
train_339.jpg,clear primary
train_340.jpg,partly_cloudy road water
train_341.jpg,haze primary
train_342.jpg,agriculture partly_cloudy primary road
train_343.jpg,cloudy
train_344.jpg,clear primary
train_345.jpg,agriculture clear primary
train_346.jpg,clear primary
train_347.jpg,partly_cloudy primary road water
train_348.jpg,clear primary
train_349.jpg,agriculture clear primary
train_350.jpg,agriculture clear primary road
train_351.jpg,agriculture haze primary road
train_352.jpg,cloudy
train_353.jpg,agriculture habitation partly_cloudy primary road
train_354.jpg,clear primary
train_355.jpg,clear primary
train_356.jpg,clear primary
train_357.jpg,clear primary
train_358.jpg,agriculture clear cultivation primary
train_359.jpg,agriculture partly_cloudy primary
train_360.jpg,haze primary
train_361.jpg,agriculture partly_cloudy primary road
train_362.jpg,clear primary water
train_363.jpg,haze primary water
train_364.jpg,clear primary
train_365.jpg,partly_cloudy primary
train_366.jpg,clear primary water
train_367.jpg,haze primary
train_368.jpg,clear primary
train_369.jpg,agriculture clear cultivation habitation primary
train_370.jpg,agriculture clear habitation primary road
train_371.jpg,clear primary
train_372.jpg,clear primary
train_373.jpg,clear primary
train_374.jpg,agriculture clear primary
train_375.jpg,clear primary
train_376.jpg,clear primary
train_377.jpg,partly_cloudy primary
train_378.jpg,clear primary
train_379.jpg,agriculture clear primary road
train_380.jpg,clear primary
train_381.jpg,agriculture clear cultivation habitation primary road
train_382.jpg,clear primary
train_383.jpg,clear primary
train_384.jpg,partly_cloudy primary
train_385.jpg,agriculture cultivation habitation partly_cloudy primary road
train_386.jpg,clear primary road water
train_387.jpg,clear primary
train_388.jpg,agriculture haze primary
train_389.jpg,agriculture clear primary road
train_390.jpg,agriculture clear primary road
train_391.jpg,agriculture clear primary road water
train_392.jpg,agriculture clear primary
train_393.jpg,agriculture clear primary road
train_394.jpg,blooming clear primary
train_395.jpg,partly_cloudy primary
train_396.jpg,cloudy
train_397.jpg,clear primary
train_398.jpg,clear primary
train_399.jpg,clear primary
train_400.jpg,agriculture partly_cloudy primary water
train_401.jpg,clear primary
train_402.jpg,partly_cloudy primary selective_logging
train_403.jpg,agriculture clear habitation primary
train_404.jpg,clear primary
train_405.jpg,agriculture clear primary road
train_406.jpg,agriculture haze primary water
train_407.jpg,clear primary
train_408.jpg,blooming clear primary
train_409.jpg,partly_cloudy primary
train_410.jpg,clear primary
train_411.jpg,agriculture clear primary road water
train_412.jpg,clear water
train_413.jpg,cloudy
train_414.jpg,haze primary
train_415.jpg,clear primary
train_416.jpg,clear habitation primary road water
train_417.jpg,haze primary
train_418.jpg,bare_ground clear primary water
train_419.jpg,agriculture clear habitation primary road
train_420.jpg,bare_ground clear primary road
train_421.jpg,agriculture clear primary water
train_422.jpg,clear primary
train_423.jpg,clear primary
train_424.jpg,clear primary
train_425.jpg,clear habitation road
train_426.jpg,haze primary water
train_427.jpg,clear primary
train_428.jpg,clear primary
train_429.jpg,clear primary
train_430.jpg,agriculture blooming clear cultivation primary
train_431.jpg,clear primary
train_432.jpg,haze primary
train_433.jpg,clear primary
train_434.jpg,agriculture partly_cloudy primary
train_435.jpg,bare_ground clear primary
train_436.jpg,clear primary
train_437.jpg,cloudy
train_438.jpg,clear primary
train_439.jpg,clear primary
train_440.jpg,partly_cloudy primary
train_441.jpg,agriculture partly_cloudy primary road water
train_442.jpg,agriculture clear primary water
train_443.jpg,clear primary
train_444.jpg,clear primary road
train_445.jpg,cultivation partly_cloudy primary water
train_446.jpg,clear primary
train_447.jpg,clear primary
train_448.jpg,agriculture artisinal_mine clear primary road water
train_449.jpg,clear primary
train_450.jpg,clear primary water
train_451.jpg,bare_ground clear primary
train_452.jpg,partly_cloudy water
train_453.jpg,cloudy
train_454.jpg,haze primary water
train_455.jpg,clear primary
train_456.jpg,agriculture clear habitation primary road water
train_457.jpg,clear primary
train_458.jpg,haze primary
train_459.jpg,clear primary
train_460.jpg,haze primary
train_461.jpg,agriculture habitation partly_cloudy primary
train_462.jpg,clear primary
train_463.jpg,clear primary road water
train_464.jpg,agriculture clear primary
train_465.jpg,clear cultivation primary
train_466.jpg,clear primary
train_467.jpg,agriculture clear cultivation primary
train_468.jpg,clear primary
train_469.jpg,clear primary
train_470.jpg,clear primary
train_471.jpg,agriculture bare_ground clear cultivation primary water
train_472.jpg,clear primary water
train_473.jpg,clear primary
train_474.jpg,agriculture partly_cloudy primary water
train_475.jpg,clear primary road
train_476.jpg,cloudy
train_477.jpg,agriculture clear cultivation habitation primary slash_burn
train_478.jpg,clear primary
train_479.jpg,clear primary
train_480.jpg,clear primary
train_481.jpg,partly_cloudy primary
train_482.jpg,partly_cloudy primary
train_483.jpg,clear primary
train_484.jpg,clear primary
train_485.jpg,clear primary
train_486.jpg,bare_ground clear primary
train_487.jpg,clear primary
train_488.jpg,clear primary water
train_489.jpg,clear primary water
train_490.jpg,clear primary
train_491.jpg,clear habitation primary road water
train_492.jpg,partly_cloudy primary
train_493.jpg,clear primary
train_494.jpg,clear primary
train_495.jpg,clear primary water
train_496.jpg,clear primary
train_497.jpg,clear primary
train_498.jpg,agriculture clear habitation primary road water
train_499.jpg,bare_ground clear primary
train_500.jpg,partly_cloudy primary
train_501.jpg,clear primary
train_502.jpg,clear primary
train_503.jpg,clear primary road water
train_504.jpg,haze primary water
train_505.jpg,partly_cloudy primary
train_506.jpg,partly_cloudy primary
train_507.jpg,agriculture partly_cloudy primary
train_508.jpg,clear primary
train_509.jpg,clear primary
train_510.jpg,partly_cloudy primary
train_511.jpg,clear primary water
train_512.jpg,agriculture clear habitation primary road water
train_513.jpg,clear cultivation habitation primary road
train_514.jpg,clear primary
train_515.jpg,clear primary
train_516.jpg,agriculture clear primary road
train_517.jpg,partly_cloudy primary water
train_518.jpg,agriculture haze primary road water
train_519.jpg,blooming clear primary
train_520.jpg,agriculture cultivation partly_cloudy primary
train_521.jpg,bare_ground blow_down clear primary slash_burn
train_522.jpg,agriculture clear primary road
train_523.jpg,agriculture habitation partly_cloudy primary road
train_524.jpg,agriculture clear primary water
train_525.jpg,agriculture clear primary road water
train_526.jpg,partly_cloudy primary
train_527.jpg,agriculture partly_cloudy primary
train_528.jpg,clear primary
train_529.jpg,blooming clear primary
train_530.jpg,clear primary
train_531.jpg,clear primary
train_532.jpg,agriculture cultivation partly_cloudy primary road
train_533.jpg,clear habitation road
train_534.jpg,cloudy
train_535.jpg,blow_down clear primary
train_536.jpg,clear primary
train_537.jpg,blooming clear primary
train_538.jpg,clear primary
train_539.jpg,agriculture habitation partly_cloudy primary road
train_540.jpg,agriculture habitation partly_cloudy primary road
train_541.jpg,agriculture cultivation partly_cloudy primary water
train_542.jpg,partly_cloudy primary
train_543.jpg,clear primary
train_544.jpg,clear primary selective_logging
train_545.jpg,clear primary
train_546.jpg,agriculture clear primary road
train_547.jpg,clear primary
train_548.jpg,clear primary
train_549.jpg,clear primary water
train_550.jpg,partly_cloudy primary
train_551.jpg,partly_cloudy primary
train_552.jpg,agriculture clear primary
train_553.jpg,agriculture partly_cloudy primary road
train_554.jpg,haze primary
train_555.jpg,clear primary
train_556.jpg,clear primary water
train_557.jpg,agriculture clear primary road
train_558.jpg,clear primary
train_559.jpg,agriculture clear cultivation habitation primary
train_560.jpg,clear primary
train_561.jpg,clear primary
train_562.jpg,agriculture haze primary
train_563.jpg,partly_cloudy primary
train_564.jpg,clear primary
train_565.jpg,agriculture clear primary road water
train_566.jpg,blooming clear primary
train_567.jpg,agriculture clear cultivation primary
train_568.jpg,agriculture clear primary water
train_569.jpg,cloudy
train_570.jpg,bare_ground clear road
train_571.jpg,partly_cloudy primary
train_572.jpg,agriculture clear primary road water
train_573.jpg,clear primary
train_574.jpg,agriculture clear cultivation primary road water
train_575.jpg,clear primary road
train_576.jpg,partly_cloudy primary
train_577.jpg,agriculture clear primary
train_578.jpg,clear primary
train_579.jpg,partly_cloudy primary
train_580.jpg,clear primary
train_581.jpg,haze primary water
train_582.jpg,cloudy
train_583.jpg,clear primary
train_584.jpg,agriculture clear habitation primary road
train_585.jpg,agriculture clear habitation primary road
train_586.jpg,clear primary
train_587.jpg,clear primary
train_588.jpg,clear cultivation primary
train_589.jpg,agriculture partly_cloudy primary
train_590.jpg,agriculture clear primary
train_591.jpg,clear primary
train_592.jpg,clear primary
train_593.jpg,clear primary
train_594.jpg,clear primary
train_595.jpg,clear primary water
train_596.jpg,partly_cloudy primary
train_597.jpg,agriculture blooming clear primary road water
train_598.jpg,partly_cloudy primary water
train_599.jpg,agriculture clear primary
train_600.jpg,clear primary
train_601.jpg,cloudy
train_602.jpg,clear primary
train_603.jpg,clear primary
train_604.jpg,agriculture clear primary road
train_605.jpg,clear primary water
train_606.jpg,clear primary
train_607.jpg,agriculture clear primary road
train_608.jpg,agriculture partly_cloudy primary
train_609.jpg,bare_ground clear primary
train_610.jpg,agriculture clear primary road
train_611.jpg,clear primary
train_612.jpg,clear primary
train_613.jpg,agriculture clear cultivation habitation primary road
train_614.jpg,partly_cloudy primary water
train_615.jpg,clear primary
train_616.jpg,clear primary
train_617.jpg,clear primary
train_618.jpg,clear cultivation primary water
train_619.jpg,agriculture clear primary water
train_620.jpg,partly_cloudy primary
train_621.jpg,clear primary
train_622.jpg,clear primary
train_623.jpg,agriculture clear primary water
train_624.jpg,clear primary
train_625.jpg,haze primary
train_626.jpg,clear primary
train_627.jpg,clear primary
train_628.jpg,clear primary
train_629.jpg,clear primary
train_630.jpg,clear primary
train_631.jpg,agriculture clear primary road
train_632.jpg,agriculture clear primary road water
train_633.jpg,agriculture clear habitation primary road
train_634.jpg,agriculture clear primary
train_635.jpg,clear primary
train_636.jpg,clear primary
train_637.jpg,clear primary
train_638.jpg,clear primary
train_639.jpg,clear primary
train_640.jpg,clear primary
train_641.jpg,clear primary
train_642.jpg,clear primary water
train_643.jpg,clear primary
train_644.jpg,clear primary
train_645.jpg,clear primary water
train_646.jpg,cloudy
train_647.jpg,partly_cloudy primary
train_648.jpg,partly_cloudy primary
train_649.jpg,agriculture clear cultivation primary
train_650.jpg,cloudy
train_651.jpg,agriculture clear habitation primary road water
train_652.jpg,clear primary water
train_653.jpg,agriculture clear cultivation primary road
train_654.jpg,haze primary
train_655.jpg,clear primary
train_656.jpg,agriculture clear habitation primary road
train_657.jpg,agriculture clear primary road
train_658.jpg,clear primary
train_659.jpg,blooming partly_cloudy primary
train_660.jpg,clear primary
train_661.jpg,agriculture haze primary
train_662.jpg,clear primary
train_663.jpg,clear primary
train_664.jpg,clear primary
train_665.jpg,agriculture clear cultivation primary road water
train_666.jpg,agriculture clear cultivation primary
train_667.jpg,clear primary
train_668.jpg,clear primary
train_669.jpg,agriculture clear cultivation habitation primary road
train_670.jpg,agriculture clear cultivation primary road water
train_671.jpg,clear primary
train_672.jpg,agriculture partly_cloudy primary
train_673.jpg,clear primary
train_674.jpg,partly_cloudy primary
train_675.jpg,agriculture partly_cloudy primary
train_676.jpg,clear primary
train_677.jpg,agriculture clear habitation primary road
train_678.jpg,agriculture partly_cloudy primary road
train_679.jpg,clear primary
train_680.jpg,agriculture clear cultivation habitation primary road water
train_681.jpg,clear primary
train_682.jpg,clear primary
train_683.jpg,agriculture clear primary road
train_684.jpg,partly_cloudy primary
train_685.jpg,clear primary
train_686.jpg,clear primary
train_687.jpg,clear primary
train_688.jpg,agriculture haze primary road
train_689.jpg,clear primary water
train_690.jpg,agriculture haze primary road
train_691.jpg,clear primary
train_692.jpg,partly_cloudy primary
train_693.jpg,agriculture clear water
train_694.jpg,clear primary
train_695.jpg,clear habitation primary road
train_696.jpg,agriculture clear cultivation primary road selective_logging
train_697.jpg,clear primary
train_698.jpg,bare_ground clear primary
train_699.jpg,agriculture clear habitation primary water
train_700.jpg,clear primary water
train_701.jpg,agriculture clear habitation primary water
train_702.jpg,agriculture clear primary road
train_703.jpg,blow_down clear primary
train_704.jpg,haze primary
train_705.jpg,clear primary
train_706.jpg,partly_cloudy primary
train_707.jpg,partly_cloudy primary
train_708.jpg,clear primary water
train_709.jpg,clear primary
train_710.jpg,clear primary
train_711.jpg,cultivation partly_cloudy primary
train_712.jpg,blooming clear primary
train_713.jpg,clear primary
train_714.jpg,clear primary
train_715.jpg,agriculture partly_cloudy primary road water
train_716.jpg,agriculture partly_cloudy primary
train_717.jpg,cloudy
train_718.jpg,bare_ground clear primary water
train_719.jpg,clear primary
train_720.jpg,agriculture clear cultivation habitation primary
train_721.jpg,agriculture partly_cloudy primary road
train_722.jpg,agriculture clear primary road water
train_723.jpg,clear primary
train_724.jpg,clear primary
train_725.jpg,agriculture habitation partly_cloudy primary
train_726.jpg,agriculture partly_cloudy primary water
train_727.jpg,clear primary
train_728.jpg,agriculture clear cultivation habitation primary road slash_burn
train_729.jpg,clear primary
train_730.jpg,clear primary water
train_731.jpg,clear primary
train_732.jpg,clear primary
train_733.jpg,agriculture clear primary road
train_734.jpg,clear primary
train_735.jpg,clear primary water
train_736.jpg,agriculture clear cultivation habitation primary road
train_737.jpg,clear primary
train_738.jpg,agriculture clear cultivation primary
train_739.jpg,agriculture clear habitation primary
train_740.jpg,haze primary water
train_741.jpg,clear primary
train_742.jpg,clear primary water
train_743.jpg,cloudy
train_744.jpg,agriculture clear habitation primary road
train_745.jpg,partly_cloudy primary
train_746.jpg,clear primary road selective_logging
train_747.jpg,clear primary
train_748.jpg,clear primary
train_749.jpg,agriculture clear primary road
train_750.jpg,agriculture clear primary water
train_751.jpg,agriculture clear primary road
train_752.jpg,partly_cloudy primary
train_753.jpg,agriculture partly_cloudy primary
train_754.jpg,clear primary
train_755.jpg,clear primary water
train_756.jpg,agriculture cultivation habitation partly_cloudy primary road
train_757.jpg,partly_cloudy primary
train_758.jpg,cloudy
train_759.jpg,partly_cloudy primary
train_760.jpg,clear primary
train_761.jpg,clear primary
train_762.jpg,agriculture clear habitation primary road
train_763.jpg,agriculture clear primary water
train_764.jpg,clear primary road
train_765.jpg,habitation partly_cloudy road
train_766.jpg,agriculture partly_cloudy primary road
train_767.jpg,agriculture clear primary road
train_768.jpg,clear primary
train_769.jpg,agriculture habitation partly_cloudy primary
train_770.jpg,agriculture clear cultivation habitation primary road
train_771.jpg,clear primary water
train_772.jpg,clear primary
train_773.jpg,clear primary
train_774.jpg,partly_cloudy primary
train_775.jpg,haze primary
train_776.jpg,clear primary
train_777.jpg,clear primary
train_778.jpg,clear primary water
train_779.jpg,clear primary
train_780.jpg,agriculture clear cultivation primary
train_781.jpg,partly_cloudy primary water
train_782.jpg,cloudy
train_783.jpg,clear primary water
train_784.jpg,clear primary
train_785.jpg,agriculture cultivation partly_cloudy primary
train_786.jpg,agriculture clear cultivation primary
train_787.jpg,clear primary water
train_788.jpg,clear primary
train_789.jpg,clear primary
train_790.jpg,cloudy
train_791.jpg,clear primary
train_792.jpg,clear primary
train_793.jpg,agriculture clear primary road
train_794.jpg,habitation partly_cloudy primary road
train_795.jpg,bare_ground clear primary road
train_796.jpg,partly_cloudy primary
train_797.jpg,partly_cloudy primary
train_798.jpg,partly_cloudy primary
train_799.jpg,cloudy
train_800.jpg,agriculture haze primary
train_801.jpg,clear primary
train_802.jpg,agriculture clear cultivation habitation primary
train_803.jpg,clear primary
train_804.jpg,agriculture partly_cloudy primary road
train_805.jpg,clear primary
train_806.jpg,clear primary water
train_807.jpg,haze primary
train_808.jpg,clear primary
train_809.jpg,agriculture clear cultivation habitation primary road
train_810.jpg,clear primary
train_811.jpg,agriculture clear habitation primary
train_812.jpg,clear primary
train_813.jpg,agriculture clear primary
train_814.jpg,agriculture clear habitation primary road
train_815.jpg,partly_cloudy primary water
train_816.jpg,agriculture clear cultivation primary
train_817.jpg,cloudy
train_818.jpg,clear primary
train_819.jpg,partly_cloudy primary water
train_820.jpg,agriculture clear habitation primary road water
train_821.jpg,clear primary
train_822.jpg,clear primary
train_823.jpg,cloudy
train_824.jpg,clear primary
train_825.jpg,bare_ground clear cultivation habitation primary water
train_826.jpg,agriculture partly_cloudy primary road
train_827.jpg,cloudy
train_828.jpg,clear primary
train_829.jpg,agriculture clear primary road
train_830.jpg,agriculture clear primary
train_831.jpg,agriculture clear primary
train_832.jpg,clear primary
train_833.jpg,clear primary
train_834.jpg,partly_cloudy primary
train_835.jpg,clear primary
train_836.jpg,clear primary
train_837.jpg,clear primary
train_838.jpg,clear primary water
train_839.jpg,clear primary
train_840.jpg,partly_cloudy primary
train_841.jpg,agriculture clear primary
train_842.jpg,partly_cloudy primary
train_843.jpg,agriculture clear primary road
train_844.jpg,partly_cloudy primary
train_845.jpg,clear primary
train_846.jpg,partly_cloudy primary
train_847.jpg,clear primary
train_848.jpg,clear primary
train_849.jpg,habitation haze primary road
train_850.jpg,clear primary
